pig_age_days,avg_weight,feed_quantity,number_of_feeding_per_day,feeding_time_1,feeding_time_2,feeding_time_3,pen_capacity,pen_status,growth_stage,feed_type,device_code,repeat_days
136,75.92,6.4,3,6:32 am,11:51 am,16:46 pm,20,active,hog finisher,hog finisher,auto_feeder_v1,everyday
76,41.37,2.54,3,5:30 am,11:35 am,18:33 pm,19,inactive,hog starter,hog starter,auto_feeder_v1,everyday
111,60.4,4.82,3,7:14 am,11:00 am,18:07 pm,17,active,hog grower,hog grower,manual,everyday
80,43.95,3.4,3,6:05 am,12:55 pm,17:52 pm,20,inactive,hog starter,hog starter,manual,everyday
105,58.18,4.49,3,7:21 am,11:30 am,17:38 pm,14,inactive,hog grower,hog grower,manual,everyday
109,60.62,5.48,3,5:10 am,12:04 pm,18:40 pm,19,active,hog grower,hog grower,auto_feeder_v1,everyday
44,23.93,1.71,3,7:17 am,12:29 pm,17:43 pm,7,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
134,75.04,5.59,3,6:02 am,11:14 am,17:57 pm,15,active,hog finisher,hog finisher,auto_feeder_v2,everyday
171,93.4,5.82,3,5:36 am,11:00 am,16:53 pm,7,active,hog finisher,hog finisher,auto_feeder_v1,everyday
153,85.35,6.32,3,7:51 am,11:36 am,17:45 pm,13,active,hog finisher,hog finisher,auto_feeder_v1,everyday
84,47.23,5.04,3,5:52 am,11:21 am,16:30 pm,10,active,hog grower,hog grower,auto_feeder_v1,everyday
92,49.86,5.45,3,7:21 am,12:44 pm,17:06 pm,18,active,hog grower,hog grower,auto_feeder_v1,everyday
134,74.21,5.93,3,7:26 am,11:58 am,17:23 pm,17,active,hog finisher,hog finisher,auto_feeder_v1,everyday
38,21.27,1.77,3,7:18 am,11:26 am,18:55 pm,18,inactive,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
175,96.08,5.73,3,6:21 am,12:26 pm,16:10 pm,6,active,hog finisher,hog finisher,manual,everyday
68,38.38,2.79,3,7:58 am,12:34 pm,17:07 pm,12,active,hog starter,hog starter,auto_feeder_v1,everyday
45,25.8,1.69,3,7:43 am,11:47 am,18:21 pm,5,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
125,67.43,4.4,3,5:32 am,12:36 pm,18:51 pm,15,active,hog grower,hog grower,manual,everyday
112,61.9,4.15,3,7:05 am,11:40 am,16:37 pm,11,inactive,hog grower,hog grower,auto_feeder_v2,everyday
159,88.3,6.9,3,5:40 am,11:56 am,17:53 pm,12,inactive,hog finisher,hog finisher,manual,everyday
79,42.64,2.33,3,7:18 am,11:35 am,17:02 pm,12,active,hog starter,hog starter,auto_feeder_v2,everyday
113,61.84,4.16,3,6:04 am,11:35 am,16:51 pm,12,active,hog grower,hog grower,auto_feeder_v2,everyday
73,39.73,2.88,3,6:19 am,12:02 pm,16:54 pm,15,inactive,hog starter,hog starter,manual,everyday
35,18.79,1.52,3,5:20 am,12:26 pm,16:37 pm,12,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
102,56.54,3.86,3,6:19 am,11:38 am,18:18 pm,9,active,hog grower,hog grower,manual,everyday
140,77.48,5.6,3,6:29 am,11:07 am,18:54 pm,11,active,hog finisher,hog finisher,auto_feeder_v1,everyday
43,24.3,1.58,3,5:25 am,12:49 pm,17:08 pm,20,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
159,88.71,6.3,3,6:23 am,12:43 pm,16:41 pm,11,active,hog finisher,hog finisher,auto_feeder_v2,everyday
143,78.4,6.79,3,6:46 am,12:53 pm,16:31 pm,5,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
175,95.85,6.44,3,5:34 am,11:19 am,18:26 pm,14,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
77,42.68,3.13,3,5:36 am,11:55 am,17:57 pm,9,active,hog starter,hog starter,auto_feeder_v1,everyday
179,97.43,6.75,3,5:32 am,12:27 pm,16:05 pm,11,active,hog finisher,hog finisher,auto_feeder_v1,everyday
137,74.98,6.1,3,7:44 am,11:42 am,16:48 pm,16,active,hog finisher,hog finisher,manual,everyday
134,73.03,6.21,3,5:38 am,12:51 pm,17:24 pm,15,active,hog finisher,hog finisher,auto_feeder_v2,everyday
83,46.07,3.51,3,5:16 am,11:50 am,16:11 pm,15,inactive,hog grower,hog grower,manual,everyday
159,86.99,6.57,3,5:35 am,12:56 pm,17:04 pm,16,active,hog finisher,hog finisher,auto_feeder_v1,everyday
76,41.73,2.51,3,6:15 am,11:07 am,16:30 pm,16,active,hog starter,hog starter,auto_feeder_v1,everyday
166,91.03,6.33,3,5:18 am,11:00 am,17:37 pm,16,active,hog finisher,hog finisher,auto_feeder_v2,everyday
67,37.67,3.17,3,5:07 am,11:57 am,16:11 pm,18,active,hog starter,hog starter,auto_feeder_v1,everyday
37,21.37,1.28,3,6:15 am,11:58 am,16:24 pm,15,active,hog pre-starter,hog pre-starter,manual,everyday
59,30.98,3.45,3,6:03 am,12:33 pm,18:58 pm,5,inactive,hog starter,hog starter,auto_feeder_v1,everyday
180,99.0,5.95,3,6:27 am,11:18 am,17:49 pm,15,active,hog finisher,hog finisher,auto_feeder_v2,everyday
55,29.98,2.48,3,6:12 am,11:33 am,17:22 pm,5,active,hog starter,hog starter,auto_feeder_v2,everyday
114,63.47,3.74,3,7:03 am,11:09 am,16:10 pm,20,active,hog grower,hog grower,auto_feeder_v2,everyday
58,32.85,2.41,3,6:24 am,12:34 pm,18:34 pm,17,inactive,hog starter,hog starter,manual,everyday
135,74.79,6.58,3,5:38 am,11:15 am,17:15 pm,15,active,hog finisher,hog finisher,auto_feeder_v1,everyday
39,21.4,1.42,3,5:05 am,12:00 pm,18:27 pm,5,active,hog pre-starter,hog pre-starter,manual,everyday
148,82.76,6.59,3,5:25 am,11:32 am,16:52 pm,9,active,hog finisher,hog finisher,auto_feeder_v2,everyday
95,52.94,3.64,3,5:44 am,11:37 am,17:38 pm,8,active,hog grower,hog grower,auto_feeder_v2,everyday
158,87.35,6.76,3,5:41 am,12:14 pm,17:44 pm,19,active,hog finisher,hog finisher,manual,everyday
97,54.59,4.13,3,7:57 am,12:03 pm,17:02 pm,18,active,hog grower,hog grower,manual,everyday
144,80.09,6.95,3,6:16 am,11:39 am,18:06 pm,12,active,hog finisher,hog finisher,manual,everyday
151,83.94,6.55,3,6:33 am,11:59 am,18:52 pm,20,active,hog finisher,hog finisher,manual,everyday
129,70.61,5.5,3,7:54 am,11:08 am,16:05 pm,5,active,hog grower,hog grower,auto_feeder_v2,everyday
56,32.0,2.36,3,5:32 am,11:36 am,18:41 pm,16,active,hog starter,hog starter,auto_feeder_v1,everyday
42,24.39,1.3,3,6:03 am,11:21 am,16:48 pm,17,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
85,46.56,4.23,3,7:14 am,12:21 pm,17:41 pm,10,active,hog grower,hog grower,auto_feeder_v2,everyday
88,47.32,3.58,3,6:40 am,11:11 am,17:07 pm,11,active,hog grower,hog grower,auto_feeder_v2,everyday
124,68.9,4.67,3,7:49 am,11:53 am,18:43 pm,14,active,hog grower,hog grower,auto_feeder_v1,everyday
106,59.66,3.73,3,5:24 am,11:12 am,16:18 pm,5,inactive,hog grower,hog grower,auto_feeder_v2,everyday
110,59.9,4.54,3,5:13 am,12:10 pm,16:29 pm,14,active,hog grower,hog grower,auto_feeder_v2,everyday
130,71.56,4.81,3,5:57 am,12:31 pm,17:32 pm,5,active,hog grower,hog grower,auto_feeder_v2,everyday
100,54.45,4.95,3,6:43 am,11:57 am,16:01 pm,20,active,hog grower,hog grower,auto_feeder_v1,everyday
140,77.91,5.52,3,5:02 am,12:23 pm,18:00 pm,14,active,hog finisher,hog finisher,auto_feeder_v1,everyday
65,36.63,3.07,3,6:52 am,12:51 pm,16:40 pm,5,active,hog starter,hog starter,manual,everyday
54,29.35,2.55,3,6:39 am,11:04 am,17:56 pm,8,active,hog starter,hog starter,auto_feeder_v1,everyday
106,58.78,5.21,3,7:16 am,12:55 pm,16:43 pm,15,active,hog grower,hog grower,auto_feeder_v2,everyday
30,15.25,1.49,3,6:42 am,11:46 am,17:33 pm,12,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
78,43.53,3.23,3,7:33 am,11:49 am,18:17 pm,11,active,hog starter,hog starter,manual,everyday
175,94.95,5.75,3,6:27 am,11:32 am,17:05 pm,13,active,hog finisher,hog finisher,manual,everyday
31,16.71,1.2,3,6:02 am,11:43 am,17:23 pm,7,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
79,42.37,2.95,3,5:06 am,12:49 pm,18:43 pm,5,active,hog starter,hog starter,auto_feeder_v1,everyday
106,59.58,4.89,3,6:15 am,12:51 pm,17:02 pm,11,active,hog grower,hog grower,auto_feeder_v1,everyday
121,67.04,4.59,3,6:44 am,11:49 am,18:28 pm,11,active,hog grower,hog grower,auto_feeder_v1,everyday
169,94.2,5.61,3,7:35 am,12:19 pm,16:48 pm,20,active,hog finisher,hog finisher,manual,everyday
145,80.99,6.26,3,7:38 am,12:23 pm,18:23 pm,15,active,hog finisher,hog finisher,auto_feeder_v1,everyday
118,64.43,5.07,3,5:35 am,12:27 pm,16:52 pm,9,active,hog grower,hog grower,auto_feeder_v1,everyday
104,57.97,3.76,3,6:16 am,12:18 pm,16:51 pm,16,active,hog grower,hog grower,manual,everyday
35,20.06,1.53,3,7:41 am,11:40 am,16:53 pm,13,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
44,23.97,1.78,3,6:34 am,11:16 am,16:57 pm,17,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
114,62.58,5.13,3,5:23 am,11:37 am,18:44 pm,12,inactive,hog grower,hog grower,auto_feeder_v2,everyday
90,49.44,4.65,3,7:46 am,11:16 am,18:11 pm,10,active,hog grower,hog grower,manual,everyday
125,69.08,4.48,3,6:07 am,11:35 am,18:01 pm,5,active,hog grower,hog grower,auto_feeder_v2,everyday
115,62.15,4.19,3,6:18 am,12:22 pm,17:16 pm,14,inactive,hog grower,hog grower,auto_feeder_v2,everyday
177,96.32,6.0,3,6:50 am,12:28 pm,17:04 pm,8,active,hog finisher,hog finisher,auto_feeder_v1,everyday
169,92.21,6.55,3,5:53 am,12:55 pm,16:02 pm,10,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
174,94.61,6.97,3,5:22 am,11:16 am,16:49 pm,9,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
139,77.93,5.66,3,6:18 am,12:31 pm,16:42 pm,20,active,hog finisher,hog finisher,auto_feeder_v2,everyday
59,32.69,3.4,3,5:48 am,11:42 am,18:18 pm,19,active,hog starter,hog starter,auto_feeder_v1,everyday
71,40.3,3.32,3,5:31 am,11:13 am,16:18 pm,9,active,hog starter,hog starter,manual,everyday
54,29.05,2.56,3,7:52 am,11:30 am,17:40 pm,13,inactive,hog starter,hog starter,auto_feeder_v2,everyday
134,73.1,5.8,3,6:35 am,11:00 am,16:26 pm,9,active,hog finisher,hog finisher,auto_feeder_v2,everyday
160,89.42,5.78,3,6:30 am,11:56 am,16:32 pm,16,active,hog finisher,hog finisher,auto_feeder_v1,everyday
53,29.96,3.11,3,5:02 am,12:18 pm,18:57 pm,16,active,hog starter,hog starter,auto_feeder_v1,everyday
136,74.99,6.45,3,7:49 am,11:33 am,17:21 pm,9,active,hog finisher,hog finisher,auto_feeder_v1,everyday
56,31.73,2.43,3,7:56 am,12:33 pm,17:26 pm,6,active,hog starter,hog starter,manual,everyday
158,86.87,6.63,3,5:01 am,12:20 pm,17:39 pm,17,active,hog finisher,hog finisher,manual,everyday
146,81.03,5.81,3,6:16 am,11:10 am,18:19 pm,7,active,hog finisher,hog finisher,auto_feeder_v2,everyday
147,79.95,6.32,3,7:58 am,12:33 pm,16:06 pm,10,active,hog finisher,hog finisher,manual,everyday
127,69.74,3.57,3,7:25 am,11:04 am,16:51 pm,9,active,hog grower,hog grower,auto_feeder_v1,everyday
127,70.49,5.06,3,7:56 am,11:58 am,18:55 pm,19,active,hog grower,hog grower,auto_feeder_v2,everyday
124,67.15,4.36,3,5:02 am,11:17 am,17:56 pm,9,active,hog grower,hog grower,manual,everyday
140,76.75,5.92,3,7:44 am,12:39 pm,16:58 pm,12,active,hog finisher,hog finisher,auto_feeder_v1,everyday
68,37.47,3.0,3,6:39 am,12:36 pm,17:38 pm,17,active,hog starter,hog starter,auto_feeder_v2,everyday
104,57.35,4.13,3,7:47 am,12:26 pm,16:17 pm,5,active,hog grower,hog grower,auto_feeder_v2,everyday
84,46.13,3.67,3,5:02 am,11:02 am,18:44 pm,10,inactive,hog grower,hog grower,manual,everyday
110,61.52,4.09,3,6:05 am,12:58 pm,16:50 pm,6,active,hog grower,hog grower,manual,everyday
89,50.42,4.08,3,5:26 am,11:00 am,16:09 pm,18,active,hog grower,hog grower,manual,everyday
46,25.67,1.34,3,6:42 am,11:33 am,16:52 pm,17,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
174,96.39,6.85,3,7:24 am,11:27 am,18:19 pm,15,active,hog finisher,hog finisher,manual,everyday
48,26.78,1.47,3,7:04 am,12:35 pm,17:19 pm,6,active,hog pre-starter,hog pre-starter,manual,everyday
176,96.83,6.31,3,6:04 am,11:49 am,18:08 pm,13,active,hog finisher,hog finisher,manual,everyday
161,90.02,5.66,3,5:50 am,12:03 pm,17:56 pm,11,active,hog finisher,hog finisher,manual,everyday
169,94.07,6.97,3,5:10 am,11:38 am,17:08 pm,15,active,hog finisher,hog finisher,manual,everyday
52,27.71,2.6,3,7:32 am,12:40 pm,17:18 pm,9,active,hog starter,hog starter,manual,everyday
105,56.97,4.55,3,6:52 am,11:11 am,16:21 pm,9,active,hog grower,hog grower,auto_feeder_v1,everyday
32,17.64,1.75,3,5:05 am,12:00 pm,17:35 pm,12,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
113,62.7,3.85,3,6:07 am,11:39 am,17:10 pm,17,active,hog grower,hog grower,auto_feeder_v2,everyday
54,28.6,3.47,3,5:11 am,12:52 pm,16:21 pm,6,active,hog starter,hog starter,manual,everyday
122,67.57,3.85,3,6:06 am,12:08 pm,17:34 pm,20,active,hog grower,hog grower,manual,everyday
146,80.39,6.08,3,6:45 am,12:04 pm,18:48 pm,9,active,hog finisher,hog finisher,auto_feeder_v1,everyday
40,21.2,1.73,3,5:47 am,11:51 am,17:19 pm,12,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
46,25.5,1.23,3,6:48 am,12:03 pm,16:28 pm,16,inactive,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
76,41.46,2.82,3,6:16 am,12:56 pm,16:17 pm,19,inactive,hog starter,hog starter,manual,everyday
92,51.08,4.99,3,7:04 am,11:46 am,17:34 pm,10,active,hog grower,hog grower,auto_feeder_v1,everyday
118,63.75,5.1,3,5:16 am,12:23 pm,17:42 pm,14,active,hog grower,hog grower,auto_feeder_v2,everyday
40,21.1,1.52,3,6:08 am,11:20 am,18:37 pm,15,active,hog pre-starter,hog pre-starter,manual,everyday
138,74.89,6.07,3,7:59 am,11:26 am,16:20 pm,12,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
106,59.16,4.07,3,6:49 am,11:28 am,17:33 pm,8,active,hog grower,hog grower,manual,everyday
99,54.21,4.25,3,5:35 am,11:17 am,17:00 pm,20,active,hog grower,hog grower,manual,everyday
179,98.83,6.29,3,6:01 am,11:53 am,16:48 pm,6,active,hog finisher,hog finisher,auto_feeder_v2,everyday
124,67.93,4.24,3,7:19 am,12:53 pm,18:28 pm,11,active,hog grower,hog grower,auto_feeder_v2,everyday
93,51.83,4.82,3,5:50 am,12:51 pm,18:43 pm,17,active,hog grower,hog grower,manual,everyday
78,42.02,2.42,3,6:52 am,12:20 pm,16:45 pm,18,active,hog starter,hog starter,auto_feeder_v2,everyday
81,45.55,4.26,3,6:04 am,11:58 am,16:29 pm,18,inactive,hog grower,hog grower,auto_feeder_v1,everyday
141,78.08,5.92,3,5:45 am,11:58 am,18:46 pm,6,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
142,76.73,6.37,3,6:15 am,11:46 am,18:39 pm,19,active,hog finisher,hog finisher,manual,everyday
145,80.89,6.89,3,6:09 am,12:56 pm,16:19 pm,20,active,hog finisher,hog finisher,auto_feeder_v2,everyday
101,55.64,5.36,3,7:14 am,12:43 pm,17:31 pm,19,active,hog grower,hog grower,manual,everyday
31,18.29,1.28,3,7:46 am,11:04 am,17:31 pm,13,inactive,hog pre-starter,hog pre-starter,manual,everyday
133,72.79,6.02,3,6:30 am,11:31 am,17:09 pm,9,active,hog finisher,hog finisher,manual,everyday
164,90.08,6.44,3,6:00 am,12:55 pm,18:48 pm,19,active,hog finisher,hog finisher,manual,everyday
113,60.8,5.3,3,7:36 am,12:23 pm,16:16 pm,9,active,hog grower,hog grower,manual,everyday
169,92.24,6.0,3,5:38 am,11:08 am,17:44 pm,8,active,hog finisher,hog finisher,auto_feeder_v2,everyday
130,70.33,3.89,3,7:52 am,12:05 pm,18:58 pm,12,active,hog grower,hog grower,auto_feeder_v2,everyday
65,35.03,2.53,3,7:23 am,11:23 am,18:55 pm,18,active,hog starter,hog starter,auto_feeder_v2,everyday
54,30.69,2.21,3,5:11 am,11:45 am,16:39 pm,8,active,hog starter,hog starter,auto_feeder_v2,everyday
84,46.79,4.18,3,5:50 am,12:11 pm,17:05 pm,13,active,hog grower,hog grower,auto_feeder_v2,everyday
171,93.12,6.7,3,6:20 am,12:51 pm,17:38 pm,19,active,hog finisher,hog finisher,auto_feeder_v1,everyday
83,46.43,4.96,3,5:20 am,12:51 pm,18:08 pm,8,inactive,hog grower,hog grower,auto_feeder_v1,everyday
135,74.33,6.49,3,7:37 am,12:05 pm,16:12 pm,16,active,hog finisher,hog finisher,auto_feeder_v2,everyday
89,49.91,4.69,3,6:26 am,12:10 pm,17:14 pm,11,active,hog grower,hog grower,manual,everyday
86,46.34,4.84,3,7:40 am,11:28 am,16:21 pm,18,inactive,hog grower,hog grower,auto_feeder_v1,everyday
113,60.67,3.89,3,7:30 am,12:10 pm,16:41 pm,11,active,hog grower,hog grower,auto_feeder_v2,everyday
129,71.08,4.27,3,5:07 am,12:26 pm,18:44 pm,20,inactive,hog grower,hog grower,auto_feeder_v1,everyday
111,60.24,4.85,3,6:35 am,12:07 pm,16:28 pm,8,inactive,hog grower,hog grower,auto_feeder_v2,everyday
141,78.74,6.79,3,6:39 am,11:16 am,16:57 pm,7,active,hog finisher,hog finisher,manual,everyday
108,59.3,3.62,3,6:43 am,12:58 pm,17:47 pm,12,active,hog grower,hog grower,auto_feeder_v2,everyday
47,24.68,1.58,3,6:10 am,12:33 pm,16:07 pm,16,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
127,68.38,3.87,3,7:31 am,11:26 am,16:22 pm,15,inactive,hog grower,hog grower,auto_feeder_v1,everyday
137,75.17,6.25,3,7:00 am,12:35 pm,16:24 pm,9,active,hog finisher,hog finisher,auto_feeder_v2,everyday
122,68.3,3.72,3,5:39 am,11:01 am,18:15 pm,5,active,hog grower,hog grower,auto_feeder_v1,everyday
137,75.38,6.53,3,6:21 am,12:20 pm,17:12 pm,5,active,hog finisher,hog finisher,manual,everyday
128,69.3,5.14,3,7:47 am,11:03 am,16:38 pm,13,active,hog grower,hog grower,manual,everyday
41,22.62,1.2,3,6:39 am,12:45 pm,16:12 pm,17,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
170,94.05,6.87,3,5:10 am,12:11 pm,18:51 pm,19,inactive,hog finisher,hog finisher,manual,everyday
100,55.17,4.81,3,6:10 am,12:53 pm,16:34 pm,9,active,hog grower,hog grower,auto_feeder_v2,everyday
99,53.1,3.87,3,7:40 am,11:52 am,18:19 pm,13,active,hog grower,hog grower,auto_feeder_v2,everyday
69,36.89,2.66,3,6:00 am,12:21 pm,18:17 pm,7,active,hog starter,hog starter,auto_feeder_v2,everyday
157,86.59,6.85,3,5:16 am,12:59 pm,18:19 pm,5,active,hog finisher,hog finisher,auto_feeder_v1,everyday
36,20.31,1.35,3,7:20 am,12:56 pm,18:57 pm,13,inactive,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
54,29.02,3.25,3,5:23 am,11:00 am,16:50 pm,18,inactive,hog starter,hog starter,auto_feeder_v2,everyday
126,70.36,4.25,3,6:51 am,12:23 pm,16:46 pm,19,active,hog grower,hog grower,auto_feeder_v2,everyday
107,59.75,3.9,3,5:33 am,12:24 pm,17:14 pm,13,active,hog grower,hog grower,manual,everyday
119,63.96,4.93,3,7:56 am,12:43 pm,18:41 pm,7,active,hog grower,hog grower,manual,everyday
106,58.69,3.93,3,7:20 am,11:40 am,18:52 pm,12,active,hog grower,hog grower,manual,everyday
171,94.52,5.5,3,6:32 am,11:40 am,17:00 pm,17,active,hog finisher,hog finisher,auto_feeder_v2,everyday
116,64.27,4.64,3,5:48 am,11:27 am,18:12 pm,19,active,hog grower,hog grower,auto_feeder_v1,everyday
73,40.97,3.22,3,5:23 am,12:01 pm,16:47 pm,6,active,hog starter,hog starter,manual,everyday
42,22.83,1.21,3,7:40 am,12:59 pm,16:34 pm,11,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
134,73.05,6.13,3,7:54 am,12:05 pm,18:59 pm,13,active,hog finisher,hog finisher,auto_feeder_v2,everyday
122,66.91,5.0,3,7:42 am,11:00 am,18:40 pm,17,inactive,hog grower,hog grower,auto_feeder_v1,everyday
46,26.18,1.4,3,6:32 am,12:21 pm,18:19 pm,9,active,hog pre-starter,hog pre-starter,manual,everyday
62,34.78,3.2,3,6:10 am,11:22 am,18:57 pm,17,active,hog starter,hog starter,manual,everyday
69,37.86,2.58,3,6:07 am,11:33 am,16:24 pm,13,active,hog starter,hog starter,manual,everyday
147,79.98,6.85,3,6:24 am,11:39 am,16:51 pm,12,active,hog finisher,hog finisher,manual,everyday
127,68.71,4.18,3,7:03 am,12:56 pm,16:56 pm,5,active,hog grower,hog grower,auto_feeder_v1,everyday
164,89.14,5.61,3,6:47 am,11:07 am,17:08 pm,7,active,hog finisher,hog finisher,auto_feeder_v2,everyday
86,47.1,3.95,3,5:50 am,11:24 am,17:58 pm,8,active,hog grower,hog grower,manual,everyday
92,50.82,3.54,3,6:02 am,12:27 pm,18:25 pm,5,active,hog grower,hog grower,auto_feeder_v2,everyday
139,75.38,6.9,3,6:35 am,12:52 pm,17:38 pm,14,active,hog finisher,hog finisher,manual,everyday
83,47.0,4.94,3,6:27 am,11:45 am,18:25 pm,13,active,hog grower,hog grower,manual,everyday
131,71.79,6.8,3,7:33 am,12:54 pm,18:42 pm,17,active,hog finisher,hog finisher,auto_feeder_v1,everyday
166,92.76,6.63,3,6:28 am,11:26 am,16:45 pm,16,active,hog finisher,hog finisher,manual,everyday
30,17.52,1.68,3,7:41 am,11:33 am,18:28 pm,15,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
78,42.81,2.36,3,6:48 am,12:33 pm,16:04 pm,5,active,hog starter,hog starter,manual,everyday
118,65.45,4.37,3,6:43 am,11:50 am,16:43 pm,14,active,hog grower,hog grower,auto_feeder_v2,everyday
134,73.33,6.73,3,5:18 am,12:01 pm,16:13 pm,18,active,hog finisher,hog finisher,manual,everyday
147,79.87,6.78,3,7:39 am,12:05 pm,16:11 pm,20,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
123,66.44,3.98,3,6:58 am,11:28 am,17:55 pm,14,active,hog grower,hog grower,auto_feeder_v2,everyday
158,87.82,6.1,3,6:53 am,12:10 pm,16:09 pm,10,active,hog finisher,hog finisher,auto_feeder_v2,everyday
59,32.37,3.3,3,7:42 am,12:28 pm,17:35 pm,17,active,hog starter,hog starter,auto_feeder_v2,everyday
96,53.74,4.23,3,5:27 am,11:46 am,18:43 pm,9,active,hog grower,hog grower,auto_feeder_v1,everyday
111,60.79,3.91,3,6:41 am,12:14 pm,16:38 pm,9,inactive,hog grower,hog grower,auto_feeder_v2,everyday
106,57.0,3.88,3,5:33 am,12:04 pm,18:55 pm,17,active,hog grower,hog grower,auto_feeder_v1,everyday
43,24.16,1.45,3,6:47 am,11:06 am,18:24 pm,19,active,hog pre-starter,hog pre-starter,manual,everyday
170,92.19,5.93,3,6:17 am,11:15 am,16:22 pm,20,active,hog finisher,hog finisher,manual,everyday
52,29.67,2.88,3,7:48 am,12:31 pm,16:24 pm,13,active,hog starter,hog starter,auto_feeder_v1,everyday
135,72.8,6.65,3,7:17 am,12:01 pm,18:03 pm,17,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
126,70.66,5.47,3,7:31 am,12:04 pm,17:52 pm,15,active,hog grower,hog grower,auto_feeder_v2,everyday
141,77.05,5.79,3,6:38 am,11:53 am,18:34 pm,11,active,hog finisher,hog finisher,auto_feeder_v2,everyday
94,51.02,3.74,3,6:14 am,12:33 pm,18:01 pm,14,inactive,hog grower,hog grower,manual,everyday
86,48.1,3.5,3,6:52 am,11:22 am,17:57 pm,18,active,hog grower,hog grower,auto_feeder_v2,everyday
36,19.65,1.59,3,5:51 am,11:38 am,16:14 pm,20,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
30,15.54,1.76,3,5:58 am,12:42 pm,17:53 pm,5,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
144,80.59,6.63,3,5:56 am,11:48 am,18:24 pm,15,active,hog finisher,hog finisher,manual,everyday
179,98.77,6.06,3,6:04 am,11:04 am,16:20 pm,15,active,hog finisher,hog finisher,auto_feeder_v1,everyday
41,23.37,1.74,3,6:02 am,12:50 pm,16:10 pm,16,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
36,18.76,1.56,3,5:56 am,11:35 am,18:11 pm,12,active,hog pre-starter,hog pre-starter,manual,everyday
123,66.88,3.53,3,7:44 am,11:30 am,17:45 pm,13,active,hog grower,hog grower,manual,everyday
151,82.0,5.61,3,7:08 am,12:17 pm,18:18 pm,6,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
91,50.84,5.15,3,5:42 am,11:59 am,18:36 pm,5,active,hog grower,hog grower,auto_feeder_v1,everyday
112,60.72,4.94,3,5:30 am,12:49 pm,18:38 pm,19,active,hog grower,hog grower,auto_feeder_v2,everyday
140,78.47,5.79,3,7:42 am,12:58 pm,17:08 pm,7,active,hog finisher,hog finisher,auto_feeder_v2,everyday
93,51.12,4.03,3,5:02 am,12:05 pm,18:40 pm,10,inactive,hog grower,hog grower,manual,everyday
104,57.84,4.54,3,7:54 am,11:01 am,17:20 pm,13,active,hog grower,hog grower,auto_feeder_v2,everyday
141,78.92,6.97,3,7:42 am,12:15 pm,16:19 pm,13,active,hog finisher,hog finisher,manual,everyday
135,72.98,6.6,3,7:44 am,12:56 pm,16:11 pm,12,active,hog finisher,hog finisher,auto_feeder_v1,everyday
63,34.49,2.99,3,5:48 am,11:25 am,17:03 pm,11,active,hog starter,hog starter,manual,everyday
174,96.16,6.74,3,6:22 am,12:45 pm,17:24 pm,6,active,hog finisher,hog finisher,auto_feeder_v1,everyday
51,28.95,2.16,3,6:24 am,11:26 am,16:01 pm,13,active,hog starter,hog starter,manual,everyday
153,83.66,6.45,3,7:22 am,11:06 am,17:17 pm,12,active,hog finisher,hog finisher,auto_feeder_v2,everyday
154,83.89,6.56,3,5:38 am,11:18 am,17:54 pm,19,active,hog finisher,hog finisher,manual,everyday
33,18.77,1.34,3,6:30 am,12:42 pm,17:09 pm,16,inactive,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
110,59.99,4.74,3,6:29 am,12:17 pm,18:53 pm,10,inactive,hog grower,hog grower,auto_feeder_v2,everyday
138,76.33,6.67,3,6:10 am,12:13 pm,17:41 pm,12,active,hog finisher,hog finisher,auto_feeder_v2,everyday
